,Name,Brand,Model,Battery,Screen,Touchscreen,Resolution_x,Resolution_y,Processor_Cores,RAM,Storage,Rear_Camera,Front_Camera,OS,Wi_Fi,Bluetooth,GPS,SIMs,H_3G,LTE_4G,Price
161,Honor 8 Pro,Honor,8 Pro,4000,5.70,Yes,1440,2560,8,6000,128.000,12.00,8.00,Android,Yes,Yes,Yes,2,No,Yes,17586
162,Micromax Dual 5,Micromax,Dual 5,3200,5.50,Yes,1080,1920,8,4000,128.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,13999
163,Oppo F3 Plus,Oppo,F3 Plus,4000,6.00,Yes,1080,1920,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,13990
164,Sony Xperia XZ Premium,Sony,Xperia XZ Premium,3230,5.50,Yes,2160,3840,8,4000,64.000,19.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,33500
165,Motorola Moto G5 Plus,Motorola,Moto G5 Plus,3000,5.20,Yes,1080,1920,8,3000,16.000,12.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,10900
166,Asus ZenFone 3S Max,Asus,ZenFone 3S Max,5000,5.20,Yes,720,1280,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,14999
167,Samsung Galaxy C7 Pro,Samsung,Galaxy C7 Pro,3300,5.70,Yes,1080,1920,1,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,16999
168,HTC U Play,HTC,U Play,2500,5.20,Yes,1080,1920,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,15500
169,HTC U Ultra,HTC,U Ultra,3000,5.70,Yes,1440,2560,4,4000,64.000,12.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,54665
170,Asus ZenFone AR,Asus,ZenFone AR,3300,5.70,Yes,1440,2560,4,8000,128.000,23.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,49999
171,Xiaomi Redmi 4A,Xiaomi,Redmi 4A,3120,5.00,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
172,Xiaomi Redmi 4,Xiaomi,Redmi 4,4100,5.00,Yes,720,1280,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
173,Nubia Z11 mini S,Nubia,Z11 mini S,3000,5.20,Yes,1080,1920,8,4000,64.000,23.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,16999
174,Lenovo Z2 Plus,Lenovo,Z2 Plus,3500,5.00,Yes,1080,1920,4,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,11499
175,LG V20,LG,V20,3200,5.70,Yes,1440,2560,4,4000,64.000,16.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,26999
176,Lenovo K6 Power,Lenovo,K6 Power,4000,5.00,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8500
177,Sony Xperia XZ,Sony,Xperia XZ,2900,5.20,Yes,1080,1920,4,3000,64.000,23.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,11999
178,Samsung Galaxy J7 Prime,Samsung,Galaxy J7 Prime,3300,5.50,Yes,1080,1920,8,3000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,15995
179,Motorola Moto Z Play,Motorola,Moto Z Play,3510,5.50,Yes,1080,1920,8,3000,32.000,16.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
180,Xiaomi Redmi Note 4,Xiaomi,Redmi Note 4,4100,5.50,Yes,1080,1920,8,2000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9990
181,Xiaomi Redmi 3S Prime,Xiaomi,Redmi 3S Prime,4100,5.00,Yes,720,1280,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8000
182,Motorola Moto Z,Motorola,Moto Z,2600,5.50,Yes,1440,2560,4,4000,64.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,11999
183,Asus ZenFone 3 (ZE552KL),Asus,ZenFone 3 (ZE552KL),3000,5.50,Yes,1080,1920,8,4000,64.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,14999
184,Smartron t.phone,Smartron,t.phone,3000,5.50,Yes,1080,1920,8,4000,32.000,13.00,4.00,Android,Yes,Yes,Yes,2,Yes,Yes,5490
185,Motorola Moto G4 Plus,Motorola,Moto G4 Plus,3000,5.50,Yes,1080,1920,8,2000,16.000,16.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
186,Coolpad Max,Coolpad,Max,2800,5.50,Yes,1080,1920,8,4000,64.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8499
187,Xiaomi Mi Max,Xiaomi,Mi Max,4850,6.44,Yes,1080,1920,6,3000,32.000,16.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,11990
188,Lenovo Zuk Z1,Lenovo,Zuk Z1,4100,5.50,Yes,1080,1920,4,3000,64.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7499
189,LeEco Le 2,LeEco,Le 2,3000,5.50,Yes,1080,1920,8,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
190,LeEco Le Max 2,LeEco,Le Max 2,3100,5.70,Yes,1440,2560,4,4000,32.000,21.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7790
191,Huawei P9,Huawei,P9,3000,5.20,Yes,1080,1920,8,3000,32.000,12.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,39999
192,Apple iPhone SE,Apple,iPhone SE,1624,4.00,Yes,640,1136,1,2000,16.000,12.00,1.20,iOS,Yes,Yes,Yes,1,Yes,Yes,16999
193,LG G5,LG,G5,2800,5.30,Yes,1440,2560,4,4000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
194,Oppo F1,Oppo,F1,2500,5.00,Yes,720,1280,8,3000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
195,Samsung Galaxy A5 (2016),Samsung,Galaxy A5 (2016),2900,5.20,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,19990
196,Xiaomi Redmi Note 3,Xiaomi,Redmi Note 3,4050,5.50,Yes,1080,1920,6,2000,16.000,16.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,6899
197,HTC One A9,HTC,One A9,2150,5.00,Yes,1080,1920,8,3000,32.000,13.00,4.00,Android,Yes,Yes,Yes,1,Yes,Yes,30149
198,BlackBerry Priv,BlackBerry,Priv,3410,5.40,Yes,1440,2560,6,3000,32.000,18.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,19999
199,Google Nexus 5X,LG,Google Nexus 5X,2700,5.20,Yes,1080,1920,6,2000,16.000,12.30,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,25990
200,Apple iPhone 6s,Apple,iPhone 6s,1715,4.70,Yes,750,1334,2,2000,16.000,12.00,5.00,iOS,Yes,Yes,Yes,1,Yes,Yes,22999
201,Lenovo Vibe P1,Lenovo,Vibe P1,4900,5.50,Yes,1080,1920,8,2000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,15999
202,Lenovo Vibe S1,Lenovo,Vibe S1,2420,5.00,Yes,1080,1920,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,10990
203,Samsung Galaxy S6 Edge+,Samsung,Galaxy S6 Edge+,3000,5.70,Yes,1440,2560,8,4000,32.000,16.00,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,17999
204,Samsung Galaxy Note 5,Samsung,Galaxy Note 5,3000,5.70,Yes,1440,2560,8,4000,32.000,16.00,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,14999
205,Motorola Moto X Play,Motorola,Moto X Play,3630,5.50,Yes,1080,1920,8,2000,16.000,21.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7990
206,Motorola Moto G (Gen 3),Motorola,Moto G (Gen 3),2470,5.00,Yes,720,1280,4,1000,8.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
207,Honor 7,Honor,7,3100,5.20,Yes,1080,1920,8,3000,16.000,20.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,15999
208,Asus ZenFone Selfie,Asus,ZenFone Selfie,3000,5.50,Yes,1080,1920,8,2000,16.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,14999
209,LG G4,LG,G4,3000,5.50,Yes,1440,2560,6,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,13299
210,Xiaomi Mi 4i,Xiaomi,Mi 4i,3120,5.00,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,12999
211,Lenovo K3 Note,Lenovo,K3 Note,2900,5.50,Yes,1080,1920,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9999
212,Motorola Moto Turbo,Motorola,Moto Turbo,3900,5.20,Yes,1440,2560,4,3000,64.000,21.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,31999
213,Gionee Elife S7,Gionee,Elife S7,2700,5.20,Yes,1080,1920,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,15999
214,Lenovo Vibe Shot,Lenovo,Vibe Shot,2900,5.00,Yes,1080,1920,8,3000,32.000,16.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9799
215,Samsung Galaxy S6 Edge,Samsung,Galaxy S6 Edge,2600,5.10,Yes,1440,2560,8,3000,32.000,16.00,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,25999
216,Honor 6 Plus,Honor,6 Plus,3600,5.50,Yes,1080,1920,8,3000,32.000,8.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,26499
217,HTC Desire 820s,HTC,Desire 820s,2600,5.50,Yes,720,1280,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,25500
218,HTC One (M8 Eye),HTC,One (M8 Eye),2600,5.00,Yes,1080,1920,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,1,Yes,Yes,28500
219,Google Nexus 6,Motorola,Google Nexus 6,3220,5.96,Yes,1440,2560,4,3000,32.000,13.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,13490
220,HTC Desire Eye,HTC,Desire Eye,2400,5.20,Yes,1080,1920,4,2000,16.000,13.00,13.00,Android,Yes,Yes,Yes,1,Yes,Yes,10990
221,BlackBerry Passport,BlackBerry,Passport,3450,4.50,Yes,1440,1440,4,3000,32.000,13.00,2.00,BlackBerry,Yes,Yes,Yes,1,Yes,Yes,15999
222,Apple iPhone 6 Plus,Apple,iPhone 6 Plus,2915,5.50,Yes,1080,1920,1,1000,16.000,8.00,1.20,iOS,Yes,Yes,Yes,1,Yes,Yes,23999
223,Apple iPhone 6,Apple,iPhone 6,1810,4.70,Yes,750,1334,2,1000,16.000,8.00,1.20,iOS,Yes,Yes,Yes,1,Yes,Yes,15999
224,Motorola Moto X (Gen 2),Motorola,Moto X (Gen 2),2300,5.20,Yes,1080,1920,4,2000,16.000,13.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,23999
225,Motorola Moto G (Gen 2),Motorola,Moto G (Gen 2),2070,5.00,Yes,720,1280,4,1000,16.000,8.00,2.00,Android,Yes,Yes,Yes,2,Yes,No,13500
226,Sony Xperia Z3 Compact,Sony,Xperia Z3 Compact,2600,4.60,Yes,720,1280,4,2000,16.000,20.70,2.20,Android,Yes,Yes,Yes,1,Yes,Yes,38990
227,Samsung Galaxy Note 4,Samsung,Galaxy Note 4,3220,5.70,Yes,1440,2560,4,3000,32.000,16.00,3.70,Android,Yes,Yes,Yes,1,Yes,Yes,27900
228,Samsung Galaxy Note Edge,Samsung,Galaxy Note Edge,3000,5.60,Yes,1600,2560,4,3000,32.000,16.00,3.70,Android,Yes,Yes,Yes,1,Yes,Yes,29950
229,Xiaomi Mi 4,Xiaomi,Mi 4,3080,5.00,Yes,1080,1920,4,3000,16.000,13.00,8.00,Android,Yes,Yes,Yes,1,Yes,No,7987
230,Lenovo Vibe Z2 Pro,Lenovo,Vibe Z2 Pro,4000,6.00,Yes,1440,2560,4,3000,32.000,16.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,29999
231,OnePlus One,OnePlus,One,3100,5.50,Yes,1080,1920,4,3000,16.000,13.00,5.00,Cyanogen,Yes,Yes,Yes,1,Yes,Yes,21999
232,Samsung Galaxy S5,Samsung,Galaxy S5,2800,5.10,Yes,1080,1920,8,2000,16.000,16.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,33999
233,Sony Xperia Z2,Sony,Xperia Z2,3200,5.20,Yes,1080,1920,4,3000,16.000,20.70,2.20,Android,Yes,Yes,Yes,1,Yes,Yes,35990
234,Sony Xperia Z1 Compact,Sony,Xperia Z1 Compact,2300,4.30,Yes,720,1280,4,2000,16.000,20.70,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,11999
235,Gionee Elife E7,Gionee,Elife E7,2500,5.50,Yes,1080,1920,4,2000,16.000,16.00,8.00,Android,Yes,Yes,Yes,1,Yes,Yes,3699
236,Samsung Galaxy Grand 2,Samsung,Galaxy Grand 2,2600,5.20,Yes,720,1280,4,1000,8.000,8.00,1.90,Android,Yes,Yes,Yes,2,Yes,Yes,15999
237,Motorola Moto G,Motorola,Moto G,2070,4.50,Yes,720,1280,4,1000,8.000,5.00,1.30,Android,Yes,Yes,Yes,2,Yes,No,9999
238,Google Nexus 5,LG,Google Nexus 5,2300,4.95,Yes,1080,1920,4,2000,16.000,8.00,1.30,Android,Yes,Yes,Yes,1,Yes,Yes,12000
239,Nokia Lumia 1520,Nokia,Lumia 1520,3400,6.00,Yes,1080,1920,4,2000,32.000,20.00,1.20,Windows,Yes,Yes,Yes,1,Yes,Yes,34990
240,Apple iPhone 5c,Apple,iPhone 5c,1507,4.00,Yes,640,1136,2,1000,8.000,8.00,1.20,iOS,Yes,Yes,Yes,1,Yes,Yes,8499
241,Xiaomi Mi 3,Xiaomi,Mi 3,3050,5.00,Yes,1080,1920,4,2000,16.000,13.00,2.00,Android,Yes,Yes,Yes,1,Yes,No,13999
242,Samsung Galaxy Note 3,Samsung,Galaxy Note 3,3200,5.70,Yes,1080,1920,8,3000,32.000,13.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,50650
243,Sony Xperia Z1,Sony,Xperia Z1,3000,5.00,Yes,1080,1920,1,2000,16.000,20.70,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,56699
244,LG G2,LG,G2,3000,5.20,Yes,1080,1920,4,2000,16.000,13.00,2.10,Android,Yes,Yes,Yes,1,Yes,Yes,22499
245,Motorola Moto X,Motorola,Moto X,2200,4.70,Yes,720,1280,2,2000,16.000,10.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,15000
246,Sony Xperia Z,Sony,Xperia Z,2330,5.00,Yes,1080,1920,4,2000,16.000,13.10,2.20,Android,Yes,Yes,Yes,1,Yes,Yes,32490
247,Samsung Galaxy S III,Samsung,Galaxy S III,2100,4.80,Yes,720,1280,4,1000,16.000,8.00,1.90,Android,Yes,Yes,Yes,1,Yes,Yes,5999
248,Samsung Galaxy S4,Samsung,Galaxy S4,2600,5.00,Yes,1080,1920,8,2000,16.000,13.00,2.00,Android,Yes,Yes,Yes,1,Yes,Yes,57915
249,Nokia Lumia 920,Nokia,Lumia 920,2000,4.50,Yes,768,1280,2,1000,32.000,8.70,1.30,Windows,Yes,Yes,Yes,1,Yes,No,8999
250,Oppo F15,Oppo,F15,4000,6.40,Yes,1080,2400,8,8000,128.000,48.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,18690
251,Vivo S1 Pro,Vivo,S1 Pro,4500,6.38,Yes,1080,2340,8,8000,128.000,48.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,18599
252,Motorola Moto G8 Plus,Motorola,Moto G8 Plus,4000,6.30,Yes,1080,2280,8,4000,64.000,48.00,25.00,Android,Yes,Yes,Yes,2,Yes,Yes,12999
253,Motorola One Macro,Motorola,One Macro,4000,6.20,Yes,720,1520,8,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8999
254,Vivo U10,Vivo,U10,5000,6.35,Yes,720,1544,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8990
255,Redmi 8A,Xiaomi,Redmi 8A,5000,6.22,Yes,720,1520,8,2000,32.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6499
256,Oppo A9 2020,Oppo,A9 2020,5000,6.50,Yes,720,1600,8,4000,128.000,48.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,14730
257,Samsung Galaxy M10s,Samsung,Galaxy M10s,4000,6.40,Yes,720,1520,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8499
258,Infinix Hot 8,Infinix,Hot 8,5000,6.52,Yes,720,1600,8,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,2,No,No,8000
259,Redmi Note 8,Xiaomi,Redmi Note 8,4000,6.30,Yes,1080,2280,8,3000,32.000,48.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,9195
260,Redmi 8,Xiaomi,Redmi 8,5000,6.22,Yes,720,1520,8,4000,64.000,12.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
261,Realme 3i,Realme,3i,4230,6.20,Yes,720,1520,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,6999
262,Infinix Hot 7,Infinix,Hot 7,4000,6.19,Yes,720,1500,8,4000,64.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,9990
263,Honor 9X,Honor,9X,4000,6.59,Yes,1080,2340,8,4000,128.000,48.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,13999
264,Motorola One Action,Motorola,One Action,3500,6.30,Yes,1080,2520,8,4000,128.000,12.00,12.00,Android,Yes,Yes,Yes,2,Yes,Yes,9999
265,LG W30,LG,W30,4000,6.26,Yes,720,1520,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,8499
266,Infinix Hot 7 Pro,Infinix,Hot 7 Pro,4000,6.19,Yes,720,1500,8,6000,64.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
267,Redmi 7A,Xiaomi,Redmi 7A,4000,5.45,Yes,720,1440,8,2000,16.000,12.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5499
268,Infinix S4,Infinix,S4,4000,6.21,Yes,720,1520,8,3000,32.000,13.00,32.00,Android,Yes,Yes,Yes,2,No,No,7999
269,Vivo Y17,Vivo,Y17,5000,6.35,Yes,720,1544,8,4000,128.000,13.00,20.00,Android,Yes,Yes,Yes,2,No,No,11490
270,Infinix Smart 3 Plus,Infinix,Smart 3 Plus,3500,6.21,Yes,720,1520,4,2000,32.000,13.00,8.00,Android,Yes,Yes,No,2,No,No,6999
271,Oppo A1k,Oppo,A1k,4000,6.10,Yes,720,1560,8,2000,32.000,8.00,5.00,Android,Yes,Yes,No,2,No,No,6670
272,Oppo A5s,Oppo,A5s,4230,6.20,Yes,1520,720,8,2000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7935
273,Xiaomi Redmi Y3,Xiaomi,Redmi Y3,4000,6.26,Yes,720,1520,8,3000,32.000,12.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
274,Realme C2,Realme,C2,4000,6.10,Yes,720,1560,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5999
275,Honor 20i,Honor,20i,3400,6.21,Yes,1080,2340,8,4000,128.000,24.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
276,Vivo S1,Vivo,S1,4500,6.38,Yes,1080,2340,8,4000,128.000,16.00,32.00,Android,Yes,Yes,Yes,2,No,No,14979
277,Realme 3,Realme,3,4230,6.20,Yes,720,1520,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,8490
278,Vivo V15,Vivo,V15,4000,6.53,Yes,1080,2340,8,6000,64.000,12.00,32.00,Android,Yes,Yes,Yes,2,Yes,Yes,14990
279,Redmi Go,Xiaomi,Redmi Go,3000,5.00,Yes,720,1280,4,1000,8.000,8.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4499
280,Meizu M16th,Meizu,M16th,3010,6.00,Yes,1080,2160,8,8000,128.000,12.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,19990
281,Asus ZenFone Max M2,Asus,ZenFone Max M2,4000,6.26,Yes,720,1520,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7499
282,Infinix Note 5 Stylus,Infinix,Note 5 Stylus,4000,5.93,Yes,1080,2160,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,1,No,No,15999
283,Infinix Hot S3X,Infinix,Hot S3X,4000,6.20,Yes,720,1500,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,10999
284,Asus ZenFone Lite L1 (ZA551KL),Asus,ZenFone Lite L1 (ZA551KL),3000,5.45,Yes,720,1440,8,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
285,Asus ZenFone Max M1 (ZB556KL),Asus,ZenFone Max M1 (ZB556KL),4000,5.45,Yes,720,1440,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,2,Yes,Yes,5999
286,Lenovo K9,Lenovo,K9,3000,5.70,Yes,720,1440,8,3000,32.000,13.00,13.00,Android,Yes,Yes,No,1,No,No,5899
287,Nokia 3.1 Plus,Nokia,3.1 Plus,3500,6.00,Yes,720,1440,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6850
288,Honor 8C,Honor,8C,4000,6.26,Yes,720,1520,8,4000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
289,Panasonic Eluga X1 Pro,Panasonic,Eluga X1 Pro,3000,6.18,Yes,1080,2246,8,6000,128.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,29999
290,Realme C1,Realme,C1,4230,6.20,Yes,720,1520,8,2000,16.000,13.00,5.00,Android,Yes,Yes,No,1,No,No,7990
291,BlackBerry KEY2 LE,BlackBerry,KEY2 LE,3000,4.50,Yes,1080,1620,8,4000,64.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,22990
292,Realme 2,Realme,2,4230,6.20,Yes,720,1520,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,8890
293,Infinix Note 5,Infinix,Note 5,4500,5.99,Yes,1080,2160,8,3000,32.000,12.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,5850
294,Oppo F9 Pro,Oppo,F9 Pro,3500,6.30,Yes,1080,2340,8,6000,64.000,16.00,25.00,Android,Yes,Yes,Yes,2,Yes,Yes,17990
295,Oppo F9,Oppo,F9,3500,6.30,Yes,1080,2340,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,11994
296,Honor 9N,Honor,9N,3000,5.84,Yes,1080,2280,8,3000,32.000,13.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,7499
297,Huawei Nova 3i,Huawei,Nova 3i,3340,6.30,Yes,1080,2340,8,4000,128.000,16.00,24.00,Android,Yes,Yes,Yes,2,Yes,Yes,21999
298,Huawei Nova 3,Huawei,Nova 3,3750,6.30,Yes,1080,2340,8,6000,128.000,16.00,24.00,Android,Yes,Yes,Yes,2,Yes,Yes,15999
299,Xiaomi Redmi 6 Pro,Xiaomi,Redmi 6 Pro,4000,5.84,Yes,1080,2280,8,3000,32.000,12.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,8290
300,Xiaomi Redmi 6A,Xiaomi,Redmi 6A,3000,5.45,Yes,720,1440,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,5699
301,Xiaomi Redmi Y2,Xiaomi,Redmi Y2,3080,5.99,Yes,720,1440,8,3000,32.000,12.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,7999
302,Tecno Camon iClick,Tecno,Camon iClick,3750,6.00,Yes,720,1440,8,4000,64.000,16.00,20.00,Android,Yes,Yes,Yes,2,Yes,Yes,7420
303,Redmi 6,Xiaomi,Redmi 6,3000,5.45,Yes,720,1440,8,3000,32.000,12.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,7180
304,Samsung Galaxy J8,Samsung,Galaxy J8,3500,6.00,Yes,720,1440,8,4000,64.000,16.00,16.00,Android,Yes,Yes,Yes,2,Yes,Yes,15499
305,Samsung Galaxy J6,Samsung,Galaxy J6,3000,5.60,Yes,720,1480,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,9490
306,Samsung Galaxy A6+,Samsung,Galaxy A6+,3500,6.00,Yes,1080,2220,8,4000,64.000,16.00,24.00,Android,Yes,Yes,Yes,1,No,No,15999
307,Moto E5 Plus,Motorola,Moto E5 Plus,5000,6.00,Yes,720,1440,8,3000,32.000,12.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,9399
308,Nubia Red Magic,Nubia,Red Magic,3800,6.00,Yes,1080,2160,8,8000,128.000,24.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,24860
309,InFocus Vision 3 Pro,InFocus,Vision 3 Pro,4000,5.70,Yes,720,1440,8,4000,64.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,7990
310,Itel S42,Itel,S42,3000,5.65,Yes,720,1440,4,3000,16.000,13.00,13.00,Android,Yes,Yes,No,2,Yes,Yes,8480
311,Huawei P20 Lite,Huawei,P20 Lite,3000,5.84,Yes,1080,2280,8,4000,64.000,16.00,24.00,Android,Yes,Yes,Yes,2,Yes,Yes,12800
312,Vivo V9,Vivo,V9,3260,6.30,Yes,1080,2280,8,4000,64.000,16.00,24.00,Android,Yes,Yes,Yes,2,Yes,Yes,13740
313,Moto G6 Play,Motorola,Moto G6 Play,4000,5.70,Yes,720,1440,8,3000,32.000,13.00,8.00,Android,Yes,Yes,No,2,No,Yes,8049
314,Honor 7C,Honor,7C,3000,5.99,Yes,720,1440,8,3000,32.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,7799
315,Moto G6,Motorola,Moto G6,3000,5.70,Yes,1080,2160,8,3000,32.000,12.00,16.00,Android,Yes,Yes,No,2,Yes,Yes,10499
316,Smartron t.phone P,Smartron,t.phone P,5000,5.20,Yes,720,1280,8,3000,32.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,10500
317,Oppo A83,Oppo,A83,3180,5.70,Yes,720,1440,8,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6799
318,Honor 9 Lite,Honor,9 Lite,3000,5.65,Yes,1080,2160,8,3000,32.000,13.00,13.00,Android,Yes,Yes,Yes,2,Yes,Yes,8929
319,10.or D,10.or,D,3500,5.20,Yes,720,1280,4,2000,16.000,13.00,5.00,Android,Yes,Yes,Yes,2,Yes,Yes,4999
320,InFocus Vision 3,InFocus,Vision 3,4000,5.70,Yes,720,1440,4,2000,16.000,13.00,8.00,Android,Yes,Yes,Yes,2,Yes,Yes,6850
321,Samsung Galaxy A8+ (2018),Samsung,Galaxy A8+ (2018),3500,6.00,Yes,1080,2220,8,6000,64.000,16.00,16.00,Android,Yes,Yes,Yes,1,No,No,16900
